year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit
2011,I,"Transport, Postal and Warehousing",c_6-9,Rolling mean employees,4137,COUNT
2011,I,"Transport, Postal and Warehousing",c_6-9,Salaries and wages paid,172,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",c_6-9,"Sales, government funding, grants and subsidies",602,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",c_6-9,Total income,611,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",c_6-9,Total expenditure,600,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",c_6-9,Operating profit before tax,15,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",c_6-9,Total assets,601,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",c_6-9,Fixed tangible assets,295,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",d_10-19,Activity unit,453,COUNT
2011,I,"Transport, Postal and Warehousing",d_10-19,Rolling mean employees,6120,COUNT
2011,I,"Transport, Postal and Warehousing",d_10-19,Salaries and wages paid,291,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",d_10-19,"Sales, government funding, grants and subsidies",1175,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",d_10-19,Total income,1193,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",d_10-19,Total expenditure,1151,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",d_10-19,Operating profit before tax,55,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",d_10-19,Total assets,1010,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",d_10-19,Fixed tangible assets,474,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",e_20-49,Activity unit,246,COUNT
2011,I,"Transport, Postal and Warehousing",e_20-49,Rolling mean employees,7362,COUNT
2011,I,"Transport, Postal and Warehousing",e_20-49,Salaries and wages paid,373,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",e_20-49,"Sales, government funding, grants and subsidies",1489,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",e_20-49,Total income,1509,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",e_20-49,Total expenditure,1375,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",e_20-49,Operating profit before tax,143,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",e_20-49,Total assets,1847,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",e_20-49,Fixed tangible assets,1152,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",f_50-99,Activity unit,111,COUNT
2011,I,"Transport, Postal and Warehousing",f_50-99,Rolling mean employees,7842,COUNT
2011,I,"Transport, Postal and Warehousing",f_50-99,Salaries and wages paid,428,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",f_50-99,"Sales, government funding, grants and subsidies",1676,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",f_50-99,Total income,1705,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",f_50-99,Total expenditure,1643,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",f_50-99,Operating profit before tax,98,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",f_50-99,Total assets,2263,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",f_50-99,Fixed tangible assets,1329,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",g_100-199,Activity unit,60,COUNT
2011,I,"Transport, Postal and Warehousing",g_100-199,Rolling mean employees,8241,COUNT
2011,I,"Transport, Postal and Warehousing",g_100-199,Salaries and wages paid,455,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",g_100-199,"Sales, government funding, grants and subsidies",1827,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",g_100-199,Total income,1871,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",g_100-199,Total expenditure,1699,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",g_100-199,Operating profit before tax,190,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",g_100-199,Total assets,2691,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",g_100-199,Fixed tangible assets,2075,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",h_200+,Activity unit,54,COUNT
2011,I,"Transport, Postal and Warehousing",h_200+,Rolling mean employees,36642,COUNT
2011,I,"Transport, Postal and Warehousing",h_200+,Salaries and wages paid,2283,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",h_200+,"Sales, government funding, grants and subsidies",9718,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",h_200+,Total income,10234,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",h_200+,Total expenditure,9570,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",h_200+,Operating profit before tax,1001,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",h_200+,Total assets,28116,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",h_200+,Fixed tangible assets,21466,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",i_Industry_Total,Activity unit,14487,COUNT
2011,I,"Transport, Postal and Warehousing",i_Industry_Total,Rolling mean employees,77952,COUNT
2011,I,"Transport, Postal and Warehousing",i_Industry_Total,Salaries and wages paid,4466,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",i_Industry_Total,"Sales, government funding, grants and subsidies",19002,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",i_Industry_Total,Total income,19749,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",i_Industry_Total,Total expenditure,18289,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",i_Industry_Total,Operating profit before tax,1822,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",i_Industry_Total,Total assets,39950,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",i_Industry_Total,Fixed tangible assets,28597,DOLLARS(millions)
2011,J,Information Media and Telecommunications,a_0,Activity unit,3456,COUNT
2011,J,Information Media and Telecommunications,a_0,Rolling mean employees,0,COUNT
2011,J,Information Media and Telecommunications,a_0,Salaries and wages paid,108,DOLLARS(millions)
2011,J,Information Media and Telecommunications,a_0,"Sales, government funding, grants and subsidies",1675,DOLLARS(millions)
2011,J,Information Media and Telecommunications,a_0,Total income,1774,DOLLARS(millions)
2011,J,Information Media and Telecommunications,a_0,Total expenditure,1349,DOLLARS(millions)
2011,J,Information Media and Telecommunications,a_0,Operating profit before tax,404,DOLLARS(millions)
2011,J,Information Media and Telecommunications,a_0,Total assets,C,DOLLARS(millions)
2011,J,Information Media and Telecommunications,a_0,Fixed tangible assets,C,DOLLARS(millions)
2011,J,Information Media and Telecommunications,b_1-5,Activity unit,1086,COUNT
2011,J,Information Media and Telecommunications,b_1-5,Rolling mean employees,1929,COUNT
2011,J,Information Media and Telecommunications,b_1-5,Salaries and wages paid,100,DOLLARS(millions)
2011,J,Information Media and Telecommunications,b_1-5,"Sales, government funding, grants and subsidies",678,DOLLARS(millions)
2011,J,Information Media and Telecommunications,b_1-5,Total income,689,DOLLARS(millions)
2011,J,Information Media and Telecommunications,b_1-5,Total expenditure,659,DOLLARS(millions)
2011,J,Information Media and Telecommunications,b_1-5,Operating profit before tax,32,DOLLARS(millions)
2011,J,Information Media and Telecommunications,b_1-5,Total assets,325,DOLLARS(millions)
2011,J,Information Media and Telecommunications,b_1-5,Fixed tangible assets,65,DOLLARS(millions)
2011,J,Information Media and Telecommunications,c_6-9,Activity unit,159,COUNT
2011,J,Information Media and Telecommunications,c_6-9,Rolling mean employees,1089,COUNT
2011,J,Information Media and Telecommunications,c_6-9,Salaries and wages paid,68,DOLLARS(millions)
2011,J,Information Media and Telecommunications,c_6-9,"Sales, government funding, grants and subsidies",386,DOLLARS(millions)
2011,J,Information Media and Telecommunications,c_6-9,Total income,388,DOLLARS(millions)
2011,J,Information Media and Telecommunications,c_6-9,Total expenditure,382,DOLLARS(millions)
2011,J,Information Media and Telecommunications,c_6-9,Operating profit before tax,9,DOLLARS(millions)
2011,J,Information Media and Telecommunications,c_6-9,Total assets,475,DOLLARS(millions)
2011,J,Information Media and Telecommunications,c_6-9,Fixed tangible assets,C,DOLLARS(millions)
2011,J,Information Media and Telecommunications,d_10-19,Activity unit,81,COUNT
2011,J,Information Media and Telecommunications,d_10-19,Rolling mean employees,1032,COUNT
2011,J,Information Media and Telecommunications,d_10-19,Salaries and wages paid,70,DOLLARS(millions)
2011,J,Information Media and Telecommunications,d_10-19,"Sales, government funding, grants and subsidies",365,DOLLARS(millions)
2011,J,Information Media and Telecommunications,d_10-19,Total income,367,DOLLARS(millions)
2011,J,Information Media and Telecommunications,d_10-19,Total expenditure,350,DOLLARS(millions)
2011,J,Information Media and Telecommunications,d_10-19,Operating profit before tax,21,DOLLARS(millions)
2011,J,Information Media and Telecommunications,d_10-19,Total assets,335,DOLLARS(millions)
2011,J,Information Media and Telecommunications,d_10-19,Fixed tangible assets,93,DOLLARS(millions)
2011,J,Information Media and Telecommunications,e_20-49,Activity unit,33,COUNT
2011,J,Information Media and Telecommunications,e_20-49,Rolling mean employees,1062,COUNT
2011,J,Information Media and Telecommunications,e_20-49,Salaries and wages paid,56,DOLLARS(millions)
2011,J,Information Media and Telecommunications,e_20-49,"Sales, government funding, grants and subsidies",258,DOLLARS(millions)
2011,J,Information Media and Telecommunications,e_20-49,Total income,261,DOLLARS(millions)
2011,J,Information Media and Telecommunications,e_20-49,Total expenditure,253,DOLLARS(millions)
2011,J,Information Media and Telecommunications,e_20-49,Operating profit before tax,14,DOLLARS(millions)
2011,J,Information Media and Telecommunications,e_20-49,Total assets,207,DOLLARS(millions)
2011,J,Information Media and Telecommunications,e_20-49,Fixed tangible assets,38,DOLLARS(millions)
2011,J,Information Media and Telecommunications,f_50-99,Activity unit,39,COUNT
2011,J,Information Media and Telecommunications,f_50-99,Rolling mean employees,2709,COUNT
2011,J,Information Media and Telecommunications,f_50-99,Salaries and wages paid,200,DOLLARS(millions)
2011,J,Information Media and Telecommunications,f_50-99,"Sales, government funding, grants and subsidies",813,DOLLARS(millions)
2011,J,Information Media and Telecommunications,f_50-99,Total income,830,DOLLARS(millions)
2011,J,Information Media and Telecommunications,f_50-99,Total expenditure,801,DOLLARS(millions)
2011,J,Information Media and Telecommunications,f_50-99,Operating profit before tax,42,DOLLARS(millions)
2011,J,Information Media and Telecommunications,f_50-99,Total assets,1082,DOLLARS(millions)
2011,J,Information Media and Telecommunications,f_50-99,Fixed tangible assets,384,DOLLARS(millions)
2011,J,Information Media and Telecommunications,g_100-199,Activity unit,12,COUNT
2011,J,Information Media and Telecommunications,g_100-199,Rolling mean employees,1605,COUNT
2011,J,Information Media and Telecommunications,g_100-199,Salaries and wages paid,92,DOLLARS(millions)
2011,J,Information Media and Telecommunications,g_100-199,"Sales, government funding, grants and subsidies",304,DOLLARS(millions)
2011,J,Information Media and Telecommunications,g_100-199,Total income,306,DOLLARS(millions)
2011,J,Information Media and Telecommunications,g_100-199,Total expenditure,269,DOLLARS(millions)
2011,J,Information Media and Telecommunications,g_100-199,Operating profit before tax,38,DOLLARS(millions)
2011,J,Information Media and Telecommunications,g_100-199,Total assets,C,DOLLARS(millions)
2011,J,Information Media and Telecommunications,g_100-199,Fixed tangible assets,47,DOLLARS(millions)
2011,J,Information Media and Telecommunications,h_200+,Activity unit,18,COUNT
2011,J,Information Media and Telecommunications,h_200+,Rolling mean employees,21987,COUNT
2011,J,Information Media and Telecommunications,h_200+,Salaries and wages paid,1489,DOLLARS(millions)
2011,J,Information Media and Telecommunications,h_200+,"Sales, government funding, grants and subsidies",9059,DOLLARS(millions)
